Al,"23/02/2024"
 
Ticker dell'emittente,Nome,Settore,Asset Class,Valore di mercato,Ponderazione (%),Valore nozionale,Nominale,Prezzo,Area Geografica,Cambio,Valuta di mercato
"2269","WUXI BIOLOGICS CAYMAN INC","Salute","Azionario","20.912.603,85","0,11","20.912.603,85","8.970.865,00","2,33","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"086520","ECOPRO LTD","Industriali","Azionario","20.821.938,32","0,11","20.821.938,32","46.737,00","445,51","Corea","Korea Exchange (Kosdaq)","KRW"
"ELET3","CENTRAIS ELETR BRAS-ELETROBRAS","Imprese di servizi di pubblica utilità","Azionario","20.803.934,09","0,11","20.803.934,09","2.406.341,00","8,65","Brasile","XBSP","BRL"
"TECHM","TECH MAHINDRA LTD","IT","Azionario","20.798.267,22","0,11","20.798.267,22","1.304.758,00","15,94","India","National Stock Exchange Of India","INR"
"2345","ACCTON TECHNOLOGY CORP","IT","Azionario","20.727.929,30","0,11","20.727.929,30","1.230.000,00","16,85","Taiwan","Taiwan Stock Exchange","TWD"
"1303","NAN YA PLASTICS CORP","Materiali","Azionario","20.679.131,43","0,11","20.679.131,43","10.935.000,00","1,89","Taiwan","Taiwan Stock Exchange","TWD"
"TRENT","TRENT LTD","Consumi Discrezionali","Azionario","20.550.049,79","0,10","20.550.049,79","438.681,00","46,85","India","National Stock Exchange Of India","INR"
"COALINDIA","COAL INDIA LTD","Energia","Azionario","20.385.686,08","0,10","20.385.686,08","3.809.400,00","5,35","India","National Stock Exchange Of India","INR"
"2885","YUANTA FINANCIAL HOLDING LTD","Finanziari","Azionario","20.324.525,28","0,10","20.324.525,28","23.502.745,00","0,86","Taiwan","Taiwan Stock Exchange","TWD"
"RENT3","LOCALIZA RENT A CAR SA","Industriali","Azionario","20.306.664,77","0,10","20.306.664,77","1.905.024,00","10,66","Brasile","XBSP","BRL"
"CIMB","CIMB GROUP HOLDINGS","Finanziari","Azionario","20.167.555,92","0,10","20.167.555,92","15.031.279,00","1,34","Malesia","Bursa Malaysia","MYR"
"028260","SAMSUNG C&T CORP","Industriali","Azionario","20.124.022,39","0,10","20.124.022,39","167.413,00","120,21","Corea","Korea Exchange (Stock Market)","KRW"
"5880","TAIWAN COOPERATIVE FINANCIAL HOLDI","Finanziari","Azionario","20.122.453,28","0,10","20.122.453,28","24.669.737,00","0,82","Taiwan","Taiwan Stock Exchange","TWD"
"SBILIFE","SBI LIFE INSURANCE COMPANY LTD","Finanziari","Azionario","20.121.899,58","0,10","20.121.899,58","1.091.529,00","18,43","India","National Stock Exchange Of India","INR"
"1301","FORMOSA PLASTICS CORP","Materiali","Azionario","20.026.988,50","0,10","20.026.988,50","8.781.000,00","2,28","Taiwan","Taiwan Stock Exchange","TWD"
"APOLLOHOSP","APOLLO HOSPITALS ENTERPRISE LTD","Salute","Azionario","19.925.996,70","0,10","19.925.996,70","243.999,00","81,66","India","National Stock Exchange Of India","INR"
"ZTO","ZTO EXPRESS CAYMAN ADR REPRESENTIN","Industriali","Azionario","19.887.557,02","0,10","19.887.557,02","1.020.398,00","19,49","Cina","New York Stock Exchange Inc.","USD"
"VBL","VARUN BEVERAGES LTD","Generi di largo consumo","Azionario","19.867.391,75","0,10","19.867.391,75","1.088.148,00","18,26","India","National Stock Exchange Of India","INR"
"3008","LARGAN PRECISION LTD","IT","Azionario","19.831.797,02","0,10","19.831.797,02","246.000,00","80,62","Taiwan","Taiwan Stock Exchange","TWD"
"DRREDDY","DR REDDYS LABORATORIES LTD","Salute","Azionario","19.827.143,68","0,10","19.827.143,68","255.297,00","77,66","India","National Stock Exchange Of India","INR"
"BBAS3","BANCO DO BRASIL SA","Finanziari","Azionario","19.774.107,73","0,10","19.774.107,73","1.719.603,00","11,50","Brasile","XBSP","BRL"
"TATACONSUM","TATA CONSUMER PRODUCTS LTD","Generi di largo consumo","Azionario","19.772.952,76","0,10","19.772.952,76","1.413.571,00","13,99","India","National Stock Exchange Of India","INR"
"5871","CHAILEASE HOLDING LTD","Finanziari","Azionario","19.721.092,97","0,10","19.721.092,97","3.537.359,00","5,58","Taiwan","Taiwan Stock Exchange","TWD"
"2319","CHINA MENGNIU DAIRY LTD","Generi di largo consumo","Azionario","19.698.762,84","0,10","19.698.762,84","7.428.000,00","2,65","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"SHRIRAMFIN","SHRIRAM FINANCE LTD","Finanziari","Azionario","19.662.980,49","0,10","19.662.980,49","666.971,00","29,48","India","National Stock Exchange Of India","INR"
"2379","REALTEK SEMICONDUCTOR CORP","IT","Azionario","19.579.650,92","0,10","19.579.650,92","1.130.000,00","17,33","Taiwan","Taiwan Stock Exchange","TWD"
"ADANIPORTS","ADANI PORTS AND SPECIAL ECONOMIC Z","Industriali","Azionario","19.497.846,76","0,10","19.497.846,76","1.224.613,00","15,92","India","National Stock Exchange Of India","INR"
"6160","BEIGENE LTD","Salute","Azionario","19.380.046,62","0,10","19.380.046,62","1.610.592,00","12,03","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"HTHT","H WORLD GROUP ADR LTD","Consumi Discrezionali","Azionario","19.322.843,28","0,10","19.322.843,28","490.552,00","39,39","Cina","NASDAQ","USD"
"MAXHEALTH","MAX HEALTHCARE INSTITUTE LTD","Salute","Azionario","19.238.510,59","0,10","19.238.510,59","1.873.265,00","10,27","India","National Stock Exchange Of India","INR"
"PEO","BANK PEKAO SA","Finanziari","Azionario","19.036.472,43","0,10","19.036.472,43","436.169,00","43,64","Polonia","Warsaw Stock Exchange/Equities/Main Market","PLN"
"992","LENOVO GROUP LTD","IT","Azionario","18.849.688,16","0,10","18.849.688,16","17.250.000,00","1,09","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"3037","UNIMICRON TECHNOLOGY CORP","IT","Azionario","18.812.505,94","0,10","18.812.505,94","3.159.000,00","5,96","Taiwan","Taiwan Stock Exchange","TWD"
"BID","BID CORPORATION LTD","Generi di largo consumo","Azionario","18.719.649,81","0,10","18.719.649,81","785.564,00","23,83","Sud Africa","Johannesburg Stock Exchange","ZAR"
"HINDALCO","HINDALCO INDUSTRIES LTD","Materiali","Azionario","18.710.579,06","0,10","18.710.579,06","2.994.198,00","6,25","India","National Stock Exchange Of India","INR"
"DMART","AVENUE SUPERMARTS LTD","Generi di largo consumo","Azionario","18.588.863,89","0,09","18.588.863,89","401.491,00","46,30","India","National Stock Exchange Of India","INR"
"066570","LG ELECTRONICS INC","Consumi Discrezionali","Azionario","18.271.160,74","0,09","18.271.160,74","248.415,00","73,55","Corea","Korea Exchange (Stock Market)","KRW"
"6690","HAIER SMART HOME CLASS H LTD H","Consumi Discrezionali","Azionario","18.165.773,73","0,09","18.165.773,73","5.873.400,00","3,09","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"BJFIN","BAJAJ FINSERV LTD","Finanziari","Azionario","18.156.633,58","0,09","18.156.633,58","931.671,00","19,49","India","National Stock Exchange Of India","INR"
"TME","TENCENT MUSIC ENTERTAINMENT GROUP","Comunicazione","Azionario","18.121.319,70","0,09","18.121.319,70","1.771.390,00","10,23","Cina","New York Stock Exchange Inc.","USD"
"AOT.R","AIRPORTS OF THAILAND NON-VOTING DR","Industriali","Azionario","18.091.439,45","0,09","18.091.439,45","10.127.700,00","1,79","Tailandia","Stock Exchange Of Thailand","THB"
"GRASIM","GRASIM INDUSTRIES LTD","Materiali","Azionario","17.951.012,09","0,09","17.951.012,09","678.562,00","26,45","India","National Stock Exchange Of India","INR"
"MTN","MTN GROUP LTD","Comunicazione","Azionario","17.865.048,96","0,09","17.865.048,96","4.041.041,00","4,42","Sud Africa","Johannesburg Stock Exchange","ZAR"
"ANG","ANGLOGOLD ASHANTI PLC","Materiali","Azionario","17.824.256,51","0,09","17.824.256,51","992.028,00","17,97","Sud Africa","Johannesburg Stock Exchange","ZAR"
"NIO","NIO AMERICAN DEPOSITARY SHARES REP","Consumi Discrezionali","Azionario","17.732.768,40","0,09","17.732.768,40","3.283.846,00","5,40","Cina","New York Stock Exchange Inc.","USD"
"BPAC11","BCO BTG PACTUAL UNT SA","Finanziari","Azionario","17.638.691,45","0,09","17.638.691,45","2.382.011,00","7,40","Brasile","XBSP","BRL"
"541154","HINDUSTAN AERONAUTICS LTD","Industriali","Azionario","17.588.671,19","0,09","17.588.671,19","479.061,00","36,71","India","Bse Ltd","INR"
"BAJAJ.AUTO","BAJAJ AUTO LTD","Consumi Discrezionali","Azionario","17.537.159,20","0,09","17.537.159,20","172.421,00","101,71","India","National Stock Exchange Of India","INR"
"ABG","ABSA GROUP LTD","Finanziari","Azionario","17.493.280,65","0,09","17.493.280,65","2.028.631,00","8,62","Sud Africa","Johannesburg Stock Exchange","ZAR"
"WIPRO","WIPRO LTD","IT","Azionario","17.478.405,97","0,09","17.478.405,97","2.704.157,00","6,46","India","National Stock Exchange Of India","INR"
"2313","SHENZHOU INTERNATIONAL GROUP LTD","Consumi Discrezionali","Azionario","17.321.863,66","0,09","17.321.863,66","1.967.100,00","8,81","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"1093","CSPC PHARMACEUTICAL GROUP LTD","Salute","Azionario","17.313.135,33","0,09","17.313.135,33","21.434.319,00","0,81","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"003670","POSCO FUTURE M LTD","Industriali","Azionario","17.226.675,18","0,09","17.226.675,18","72.908,00","236,28","Corea","Korea Exchange (Stock Market)","KRW"
"291","CHINA RESOURCES BEER HOLDINGS LTD","Generi di largo consumo","Azionario","17.075.914,88","0,09","17.075.914,88","3.839.333,00","4,45","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"ADCB","ABU DHABI COMMERCIAL BANK","Finanziari","Azionario","17.066.605,70","0,09","17.066.605,70","7.288.929,00","2,34","Emirati Arabi Uniti","Abu Dhabi Securities Exchange","AED"
"RECLTD","REC","Finanziari","Azionario","17.064.103,37","0,09","17.064.103,37","3.050.905,00","5,59","India","National Stock Exchange Of India","INR"
"SUZB3","SUZANO SA","Materiali","Azionario","16.939.365,01","0,09","16.939.365,01","1.529.324,00","11,08","Brasile","XBSP","BRL"
"PZU","PZU SA","Finanziari","Azionario","16.922.715,45","0,09","16.922.715,45","1.323.807,00","12,78","Polonia","Warsaw Stock Exchange/Equities/Main Market","PLN"
"PFC","POWER FINANCE CORPORATION LTD","Finanziari","Azionario","16.896.510,12","0,09","16.896.510,12","3.394.443,00","4,98","India","National Stock Exchange Of India","INR"
"ADANIGREEN","ADANI GREEN ENERGY LTD","Imprese di servizi di pubblica utilità","Azionario","16.834.984,58","0,09","16.834.984,58","726.076,00","23,19","India","National Stock Exchange Of India","INR"
"000810","SAMSUNG FIRE & MARINE INSURANCE LT","Finanziari","Azionario","16.740.885,02","0,09","16.740.885,02","72.230,00","231,77","Corea","Korea Exchange (Stock Market)","KRW"
"SLM","SANLAM LIMITED LTD","Finanziari","Azionario","16.717.901,38","0,09","16.717.901,38","4.384.758,00","3,81","Sud Africa","Johannesburg Stock Exchange","ZAR"
"HDFCLIFE","HDFC LIFE INSURANCE COMPANY LTD","Finanziari","Azionario","16.688.778,95","0,09","16.688.778,95","2.383.906,00","7,00","India","National Stock Exchange Of India","INR"
"028300","HLB INC","Salute","Azionario","16.670.174,22","0,09","16.670.174,22","281.942,00","59,13","Corea","Korea Exchange (Kosdaq)","KRW"
"4013","DR SULAIMAN AL HABIB MEDICAL GRP","Salute","Azionario","16.647.811,49","0,08","16.647.811,49","185.495,00","89,75","Arabia Saudita","Saudi Stock Exchange","SAR"
"003550","LG CORP","Industriali","Azionario","16.633.555,09","0,08","16.633.555,09","218.129,00","76,26","Corea","Korea Exchange (Stock Market)","KRW"
"2301","LITE ON TECHNOLOGY CORP","IT","Azionario","16.574.149,17","0,08","16.574.149,17","4.822.390,00","3,44","Taiwan","Taiwan Stock Exchange","TWD"
"2020","SABIC AGRI-NUTRIENTS","Materiali","Azionario","16.553.312,25","0,08","16.553.312,25","483.514,00","34,24","Arabia Saudita","Saudi Stock Exchange","SAR"
"2890","SINOPAC FINANCIAL HOLDINGS LTD","Finanziari","Azionario","16.346.124,45","0,08","16.346.124,45","25.996.514,00","0,63","Taiwan","Taiwan Stock Exchange","TWD"
"033780","KT&G CORP","Generi di largo consumo","Azionario","16.305.620,37","0,08","16.305.620,37","233.372,00","69,87","Corea","Korea Exchange (Stock Market)","KRW"
"BDO","BDO UNIBANK INC","Finanziari","Azionario","16.303.351,30","0,08","16.303.351,30","5.933.316,00","2,75","Filippine","Philippine Stock Exchange Inc.","PHP"
"DLF","DLF LTD","Immobili","Azionario","16.244.487,80","0,08","16.244.487,80","1.498.449,00","10,84","India","National Stock Exchange Of India","INR"
"ADANIENT","ADANI ENTERPRISES LTD","Industriali","Azionario","16.064.859,19","0,08","16.064.859,19","407.106,00","39,46","India","National Stock Exchange Of India","INR"
"TATAPOWER","TATA POWER LTD","Imprese di servizi di pubblica utilità","Azionario","15.985.778,29","0,08","15.985.778,29","3.504.282,00","4,56","India","National Stock Exchange Of India","INR"
"EICHERMOT","EICHER MOTORS LTD","Consumi Discrezionali","Azionario","15.947.326,34","0,08","15.947.326,34","336.851,00","47,34","India","National Stock Exchange Of India","INR"
"ASII","ASTRA INTERNATIONAL","Industriali","Azionario","15.931.915,90","0,08","15.931.915,90","48.478.100,00","0,33","Indonesia","Indonesia Stock Exchange","IDR"
"SCCO","SOUTHERN COPPER CORP","Materiali","Azionario","15.802.259,20","0,08","15.802.259,20","192.640,00","82,03","Peru","New York Stock Exchange Inc.","USD"
"316140","WOORI FINANCIAL GROUP INC","Finanziari","Azionario","15.786.190,60","0,08","15.786.190,60","1.408.325,00","11,21","Corea","Korea Exchange (Stock Market)","KRW"
"ADVANC.R","ADVANCED INFO SERVICE NON-VOTING D","Comunicazione","Azionario","15.711.511,46","0,08","15.711.511,46","2.753.900,00","5,71","Tailandia","Stock Exchange Of Thailand","THB"
"2688","ENN ENERGY HOLDINGS LTD","Imprese di servizi di pubblica utilità","Azionario","15.712.827,82","0,08","15.712.827,82","1.906.100,00","8,24","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"HEROMOTOCO","HERO MOTOCORP LTD","Consumi Discrezionali","Azionario","15.696.425,81","0,08","15.696.425,81","288.105,00","54,48","India","National Stock Exchange Of India","INR"
"BRITANNIA","BRITANNIA INDUSTRIES LTD","Generi di largo consumo","Azionario","15.639.392,27","0,08","15.639.392,27","262.803,00","59,51","India","National Stock Exchange Of India","INR"
"SHP","SHOPRITE HOLDINGS LTD","Generi di largo consumo","Azionario","15.555.427,17","0,08","15.555.427,17","1.144.876,00","13,59","Sud Africa","Johannesburg Stock Exchange","ZAR"
"8069","E INK HOLDINGS INC","IT","Azionario","15.553.596,88","0,08","15.553.596,88","2.121.000,00","7,33","Taiwan","Gretai Securities Market","TWD"
"DELTA.R","DELTA ELECTRONICS (THAILAND) NON-V","IT","Azionario","15.374.395,90","0,08","15.374.395,90","7.527.200,00","2,04","Tailandia","Stock Exchange Of Thailand","THB"
"2207","HOTAI MOTOR LTD","Consumi Discrezionali","Azionario","15.352.180,94","0,08","15.352.180,94","745.620,00","20,59","Taiwan","Taiwan Stock Exchange","TWD"
"1140","BANK ALBILAD","Finanziari","Azionario","15.269.659,81","0,08","15.269.659,81","1.143.091,00","13,36","Arabia Saudita","Saudi Stock Exchange","SAR"
"SQM.B","SOCIEDAD QUIMICA Y MINERA DE CHILE","Industriali","Azionario","15.053.212,49","0,08","15.053.212,49","342.004,00","44,01","Cile","Santiago Stock Exchange","CLP"
"2887","TAISHIN FINANCIAL HOLDING LTD","Finanziari","Azionario","15.030.053,57","0,08","15.030.053,57","27.426.807,00","0,55","Taiwan","Taiwan Stock Exchange","TWD"
"2331","LI NING LTD","Consumi Discrezionali","Azionario","15.009.086,96","0,08","15.009.086,96","5.619.000,00","2,67","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"PRIO3","PETRO RIO SA","Energia","Azionario","15.004.500,01","0,08","15.004.500,01","1.634.737,00","9,18","Brasile","XBSP","BRL"
"175","GEELY AUTOMOBILE HOLDINGS LTD","Consumi Discrezionali","Azionario","14.999.216,19","0,08","14.999.216,19","14.173.897,00","1,06","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"KRW","KRW CASH","Liquidità e/o derivati","Contanti","14.937.901,36","0,08","14.937.901,36","19.883.093.605,00","0,08","Corea","-","KRW"
"2880","HUA NAN FINANCIAL HOLDINGS LTD","Finanziari","Azionario","14.872.924,07","0,08","14.872.924,07","21.587.280,00","0,69","Taiwan","Taiwan Stock Exchange","TWD"
"1101","TAIWAN CEMENT CORP","Materiali","Azionario","14.783.048,83","0,08","14.783.048,83","14.403.891,00","1,03","Taiwan","Taiwan Stock Exchange","TWD"
"2883","CHINA DEVELOPMENT FINANCIAL HOLDIN","Finanziari","Azionario","14.760.370,58","0,08","14.760.370,58","37.578.237,00","0,39","Taiwan","Taiwan Stock Exchange","TWD"
"SMPH","SM PRIME HOLDINGS INC","Immobili","Azionario","14.658.126,65","0,07","14.658.126,65","24.680.400,00","0,59","Filippine","Philippine Stock Exchange Inc.","PHP"
"138040","MERITZ FINANCIAL GROUP INC","Finanziari","Azionario","14.614.500,13","0,07","14.614.500,13","235.504,00","62,06","Corea","Korea Exchange (Stock Market)","KRW"
"VIPS","VIPSHOP HOLDINGS SPONSORED ADS REP","Consumi Discrezionali","Azionario","14.607.254,44","0,07","14.607.254,44","859.756,00","16,99","Cina","New York Stock Exchange Inc.","USD"
"2395","ADVANTECH LTD","IT","Azionario","14.593.184,45","0,07","14.593.184,45","1.212.348,00","12,04","Taiwan","Taiwan Stock Exchange","TWD"
"6669","WIWYNN CORPORATION CORP","IT","Azionario","14.572.523,68","0,07","14.572.523,68","212.000,00","68,74","Taiwan","Taiwan Stock Exchange","TWD"
"TAL","TAL EDUCATION GROUP ADR REPTG","Consumi Discrezionali","Azionario","14.564.681,60","0,07","14.564.681,60","1.024.960,00","14,21","Cina","New York Stock Exchange Inc.","USD"
"1326","FORMOSA CHEMICALS & FIBRE CORP","Materiali","Azionario","14.515.302,99","0,07","14.515.302,99","8.096.000,00","1,79","Taiwan","Taiwan Stock Exchange","TWD"
"267","CITIC LTD","Industriali","Azionario","14.462.450,79","0,07","14.462.450,79","13.800.000,00","1,05","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"JSWSTEEL","JSW STEEL LTD","Materiali","Azionario","14.459.269,89","0,07","14.459.269,89","1.460.897,00","9,90","India","National Stock Exchange Of India","INR"
"IOC","INDIAN OIL CORP LTD","Energia","Azionario","14.424.020,46","0,07","14.424.020,46","6.803.938,00","2,12","India","National Stock Exchange Of India","INR"
"ASURB","GRUPO AEROPORTUARIO DEL SURESTE B","Industriali","Azionario","14.407.502,25","0,07","14.407.502,25","484.006,00","29,77","Messico","Bolsa Mexicana De Valores","MXN"
"ETE","NATIONAL BANK OF GREECE SA","Finanziari","Azionario","14.405.385,20","0,07","14.405.385,20","1.836.113,00","7,85","Grecia","Athens Exchange S.A. Cash Market","EUR"
"GFINBURO","GRUPO FINANCIERO INBURSA SRIES O","Finanziari","Azionario","14.348.772,96","0,07","14.348.772,96","4.571.071,00","3,14","Messico","Bolsa Mexicana De Valores","MXN"
"688","CHINA OVERSEAS LAND INVESTMENT LTD","Immobili","Azionario","14.328.843,11","0,07","14.328.843,11","9.041.500,00","1,58","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"RADL3","RAIA DROGASIL","Generi di largo consumo","Azionario","14.293.994,59","0,07","14.293.994,59","2.724.431,00","5,25","Brasile","XBSP","BRL"
"7203","AL-ELM INFORMATION SECURITY COMPAN","IT","Azionario","14.290.896,68","0,07","14.290.896,68","50.852,00","281,03","Arabia Saudita","Saudi Stock Exchange","SAR"
"300750","CONTEMPORARY AMPEREX TECHNOLOGY LT","Industriali","Azionario","14.229.556,21","0,07","14.229.556,21","638.978,00","22,27","Cina","Shenzhen Stock Exchange","CNY"
"TENAGA","TENAGA NASIONAL","Imprese di servizi di pubblica utilità","Azionario","14.153.419,15","0,07","14.153.419,15","5.994.500,00","2,36","Malesia","Bursa Malaysia","MYR"
"BRL","BRL CASH","Liquidità e/o derivati","Contanti","14.060.517,73","0,07","14.060.517,73","70.160.577,00","20,04","Brasile","-","BRL"
"BPCL","BHARAT PETROLEUM LTD","Energia","Azionario","13.982.416,85","0,07","13.982.416,85","1.876.918,00","7,45","India","National Stock Exchange Of India","INR"
"COMI","COMMERCIAL INTERNATIONAL BANK EGYP","Finanziari","Azionario","13.963.400,83","0,07","13.963.400,83","5.330.069,00","2,62","Egitto","Egyptian Exchange","EGP"
"AC*","ARCA CONTINENTAL","Generi di largo consumo","Azionario","13.907.184,16","0,07","13.907.184,16","1.239.239,00","11,22","Messico","Bolsa Mexicana De Valores","MXN"
"DNP","DINO POLSKA SA","Generi di largo consumo","Azionario","13.875.812,19","0,07","13.875.812,19","115.173,00","120,48","Polonia","Warsaw Stock Exchange/Equities/Main Market","PLN"
"EQTL3","EQUATORIAL ENERGIA SA","Imprese di servizi di pubblica utilità","Azionario","13.851.194,13","0,07","13.851.194,13","2.057.026,00","6,73","Brasile","XBSP","BRL"
